annee_de_deces;departement_de_domicile;sexe;cause_initiale_de_deces;effectif_de_deces
1995;19;Femmes;2. Tumeurs;315
1996;19;Femmes;2. Tumeurs;282
1997;19;Femmes;2. Tumeurs;290
1998;19;Femmes;2. Tumeurs;282
1999;19;Femmes;2. Tumeurs;323
2000;19;Femmes;2. Tumeurs;319
2001;19;Femmes;2. Tumeurs;303
2002;19;Femmes;2. Tumeurs;365
2003;19;Femmes;2. Tumeurs;319
2004;19;Femmes;2. Tumeurs;346
2005;19;Femmes;2. Tumeurs;349
2006;19;Femmes;2. Tumeurs;318
2007;19;Femmes;2. Tumeurs;361
2008;19;Femmes;2. Tumeurs;339
2009;19;Femmes;2. Tumeurs;376
2010;19;Femmes;2. Tumeurs;397
2011;19;Femmes;2. Tumeurs;325
2012;19;Femmes;2. Tumeurs;344
2013;19;Femmes;2. Tumeurs;318
2014;19;Femmes;2. Tumeurs;327
2015;19;Femmes;2. Tumeurs;348
2016;19;Femmes;2. Tumeurs;413
2017;19;Femmes;2. Tumeurs;381
2018;19;Femmes;2. Tumeurs;382
2019;19;Femmes;2. Tumeurs;363
2020;19;Femmes;2. Tumeurs;330
2021;19;Femmes;2. Tumeurs;383
2022;19;Femmes;2. Tumeurs;369
1990;21;Femmes;2. Tumeurs;438
1991;21;Femmes;2. Tumeurs;448
1992;21;Femmes;2. Tumeurs;498
1993;21;Femmes;2. Tumeurs;444
1994;21;Femmes;2. Tumeurs;465
1995;21;Femmes;2. Tumeurs;522
1996;21;Femmes;2. Tumeurs;516
1997;21;Femmes;2. Tumeurs;487
1998;21;Femmes;2. Tumeurs;464
1999;21;Femmes;2. Tumeurs;524
2000;21;Femmes;2. Tumeurs;490
2001;21;Femmes;2. Tumeurs;501
2002;21;Femmes;2. Tumeurs;476
2003;21;Femmes;2. Tumeurs;489
2004;21;Femmes;2. Tumeurs;483
2005;21;Femmes;2. Tumeurs;550
2006;21;Femmes;2. Tumeurs;537
2007;21;Femmes;2. Tumeurs;557
2008;21;Femmes;2. Tumeurs;565
2009;21;Femmes;2. Tumeurs;528
2010;21;Femmes;2. Tumeurs;563
2011;21;Femmes;2. Tumeurs;570
2012;21;Femmes;2. Tumeurs;595
2013;21;Femmes;2. Tumeurs;610
2014;21;Femmes;2. Tumeurs;587
2015;21;Femmes;2. Tumeurs;612
2016;21;Femmes;2. Tumeurs;648
2017;21;Femmes;2. Tumeurs;634
2018;21;Femmes;2. Tumeurs;600
2019;21;Femmes;2. Tumeurs;630
2020;21;Femmes;2. Tumeurs;579
2021;21;Femmes;2. Tumeurs;604
2022;21;Femmes;2. Tumeurs;644
1990;22;Femmes;2. Tumeurs;637
1991;22;Femmes;2. Tumeurs;611
1992;22;Femmes;2. Tumeurs;627
1993;22;Femmes;2. Tumeurs;627
1994;22;Femmes;2. Tumeurs;589
1995;22;Femmes;2. Tumeurs;664
1996;22;Femmes;2. Tumeurs;646
1997;22;Femmes;2. Tumeurs;648
1998;22;Femmes;2. Tumeurs;632
1999;22;Femmes;2. Tumeurs;640
2000;22;Femmes;2. Tumeurs;704
2001;22;Femmes;2. Tumeurs;668
2002;22;Femmes;2. Tumeurs;709
2003;22;Femmes;2. Tumeurs;667
2004;22;Femmes;2. Tumeurs;712
2005;22;Femmes;2. Tumeurs;661
2006;22;Femmes;2. Tumeurs;692
2007;22;Femmes;2. Tumeurs;753
2008;22;Femmes;2. Tumeurs;705
2009;22;Femmes;2. Tumeurs;727
2010;22;Femmes;2. Tumeurs;762
2011;22;Femmes;2. Tumeurs;762
2012;22;Femmes;2. Tumeurs;823
2013;22;Femmes;2. Tumeurs;817
2014;22;Femmes;2. Tumeurs;834
2015;22;Femmes;2. Tumeurs;804
2016;22;Femmes;2. Tumeurs;876
2017;22;Femmes;2. Tumeurs;893
2018;22;Femmes;2. Tumeurs;896
2019;22;Femmes;2. Tumeurs;870
2020;22;Femmes;2. Tumeurs;859
2021;22;Femmes;2. Tumeurs;898
2022;22;Femmes;2. Tumeurs;939
1990;23;Femmes;2. Tumeurs;205
1991;23;Femmes;2. Tumeurs;201
1992;23;Femmes;2. Tumeurs;211
1993;23;Femmes;2. Tumeurs;196
1994;23;Femmes;2. Tumeurs;221
1995;23;Femmes;2. Tumeurs;171
1996;23;Femmes;2. Tumeurs;169
1997;23;Femmes;2. Tumeurs;192
1998;23;Femmes;2. Tumeurs;195
1999;23;Femmes;2. Tumeurs;197
2000;23;Femmes;2. Tumeurs;196
2001;23;Femmes;2. Tumeurs;187
2002;23;Femmes;2. Tumeurs;203
2003;23;Femmes;2. Tumeurs;180
2004;23;Femmes;2. Tumeurs;198
2005;23;Femmes;2. Tumeurs;168
2006;23;Femmes;2. Tumeurs;220
2007;23;Femmes;2. Tumeurs;227
2008;23;Femmes;2. Tumeurs;186
2009;23;Femmes;2. Tumeurs;226
2010;23;Femmes;2. Tumeurs;195
2011;23;Femmes;2. Tumeurs;188
2012;23;Femmes;2. Tumeurs;194
2013;23;Femmes;2. Tumeurs;206
2014;23;Femmes;2. Tumeurs;203
2015;23;Femmes;2. Tumeurs;202
2016;23;Femmes;2. Tumeurs;236
2017;23;Femmes;2. Tumeurs;197
2018;23;Femmes;2. Tumeurs;191
2019;23;Femmes;2. Tumeurs;210
2020;23;Femmes;2. Tumeurs;220
2021;23;Femmes;2. Tumeurs;195
2022;23;Femmes;2. Tumeurs;203
1990;24;Femmes;2. Tumeurs;491
1991;24;Femmes;2. Tumeurs;468
1992;24;Femmes;2. Tumeurs;483
1993;24;Femmes;2. Tumeurs;496
1994;24;Femmes;2. Tumeurs;518
1995;24;Femmes;2. Tumeurs;470
1996;24;Femmes;2. Tumeurs;462
1997;24;Femmes;2. Tumeurs;503
1998;24;Femmes;2. Tumeurs;524
1999;24;Femmes;2. Tumeurs;521
2000;24;Femmes;2. Tumeurs;480
2001;24;Femmes;2. Tumeurs;525
2002;24;Femmes;2. Tumeurs;541
2003;24;Femmes;2. Tumeurs;560
2004;24;Femmes;2. Tumeurs;562
2005;24;Femmes;2. Tumeurs;502
2006;24;Femmes;2. Tumeurs;613
2007;24;Femmes;2. Tumeurs;555
2008;24;Femmes;2. Tumeurs;536
2009;24;Femmes;2. Tumeurs;549
2010;24;Femmes;2. Tumeurs;598
2011;24;Femmes;2. Tumeurs;537
2012;24;Femmes;2. Tumeurs;583
2013;24;Femmes;2. Tumeurs;573
2014;24;Femmes;2. Tumeurs;627
2015;24;Femmes;2. Tumeurs;658
2016;24;Femmes;2. Tumeurs;616
2017;24;Femmes;2. Tumeurs;638
2018;24;Femmes;2. Tumeurs;634
2019;24;Femmes;2. Tumeurs;638
2020;24;Femmes;2. Tumeurs;633
2021;24;Femmes;2. Tumeurs;628
2022;24;Femmes;2. Tumeurs;646
1990;25;Femmes;2. Tumeurs;407
1991;25;Femmes;2. Tumeurs;365
1992;25;Femmes;2. Tumeurs;393
1993;25;Femmes;2. Tumeurs;433
1994;25;Femmes;2. Tumeurs;375
1995;25;Femmes;2. Tumeurs;434
1996;25;Femmes;2. Tumeurs;415
1997;25;Femmes;2. Tumeurs;423
1998;25;Femmes;2. Tumeurs;422
1999;25;Femmes;2. Tumeurs;442
2000;25;Femmes;2. Tumeurs;464
2001;25;Femmes;2. Tumeurs;431
2002;25;Femmes;2. Tumeurs;435
2003;25;Femmes;2. Tumeurs;466
2004;25;Femmes;2. Tumeurs;471
2005;25;Femmes;2. Tumeurs;505
2006;25;Femmes;2. Tumeurs;490
2007;25;Femmes;2. Tumeurs;478
2008;25;Femmes;2. Tumeurs;484
2009;25;Femmes;2. Tumeurs;508
2010;25;Femmes;2. Tumeurs;505
2011;25;Femmes;2. Tumeurs;505
2012;25;Femmes;2. Tumeurs;544
2013;25;Femmes;2. Tumeurs;520
2014;25;Femmes;2. Tumeurs;535
2015;25;Femmes;2. Tumeurs;517
2016;25;Femmes;2. Tumeurs;597
2017;25;Femmes;2. Tumeurs;562
2018;25;Femmes;2. Tumeurs;585
2019;25;Femmes;2. Tumeurs;643
2020;25;Femmes;2. Tumeurs;591
2021;25;Femmes;2. Tumeurs;551
2022;25;Femmes;2. Tumeurs;578
1990;26;Femmes;2. Tumeurs;411
1991;26;Femmes;2. Tumeurs;421
1992;26;Femmes;2. Tumeurs;359
1993;26;Femmes;2. Tumeurs;418
1994;26;Femmes;2. Tumeurs;403
1995;26;Femmes;2. Tumeurs;412
1996;26;Femmes;2. Tumeurs;408
1997;26;Femmes;2. Tumeurs;398
1998;26;Femmes;2. Tumeurs;448
1999;26;Femmes;2. Tumeurs;440
2000;26;Femmes;2. Tumeurs;469
2001;26;Femmes;2. Tumeurs;445
2002;26;Femmes;2. Tumeurs;474
2003;26;Femmes;2. Tumeurs;463
2004;26;Femmes;2. Tumeurs;465
2005;26;Femmes;2. Tumeurs;484
2006;26;Femmes;2. Tumeurs;510
2007;26;Femmes;2. Tumeurs;494
2008;26;Femmes;2. Tumeurs;505
2009;26;Femmes;2. Tumeurs;533
2010;26;Femmes;2. Tumeurs;490
2011;26;Femmes;2. Tumeurs;542
2012;26;Femmes;2. Tumeurs;504
2013;26;Femmes;2. Tumeurs;543
2014;26;Femmes;2. Tumeurs;535
2015;26;Femmes;2. Tumeurs;560
2016;26;Femmes;2. Tumeurs;586
2017;26;Femmes;2. Tumeurs;561
2018;26;Femmes;2. Tumeurs;598
2019;26;Femmes;2. Tumeurs;602
2020;26;Femmes;2. Tumeurs;588
2021;26;Femmes;2. Tumeurs;648
2022;26;Femmes;2. Tumeurs;607
1990;27;Femmes;2. Tumeurs;444
1991;27;Femmes;2. Tumeurs;480
1992;27;Femmes;2. Tumeurs;455
1993;27;Femmes;2. Tumeurs;480
1994;27;Femmes;2. Tumeurs;486
1995;27;Femmes;2. Tumeurs;487
1996;27;Femmes;2. Tumeurs;512
1997;27;Femmes;2. Tumeurs;517
1998;27;Femmes;2. Tumeurs;480
1999;27;Femmes;2. Tumeurs;504
2000;27;Femmes;2. Tumeurs;542
2001;27;Femmes;2. Tumeurs;563
2002;27;Femmes;2. Tumeurs;497
2003;27;Femmes;2. Tumeurs;533
2004;27;Femmes;2. Tumeurs;545
2005;27;Femmes;2. Tumeurs;564
2006;27;Femmes;2. Tumeurs;556
2007;27;Femmes;2. Tumeurs;599
2008;27;Femmes;2. Tumeurs;556
2009;27;Femmes;2. Tumeurs;595
2010;27;Femmes;2. Tumeurs;602
2011;27;Femmes;2. Tumeurs;616
2012;27;Femmes;2. Tumeurs;548
2013;27;Femmes;2. Tumeurs;576
2014;27;Femmes;2. Tumeurs;696
2015;27;Femmes;2. Tumeurs;615
2016;27;Femmes;2. Tumeurs;661
2017;27;Femmes;2. Tumeurs;683
2018;27;Femmes;2. Tumeurs;679
2019;27;Femmes;2. Tumeurs;714
2020;27;Femmes;2. Tumeurs;707
2021;27;Femmes;2. Tumeurs;733
2022;27;Femmes;2. Tumeurs;707
1990;28;Femmes;2. Tumeurs;353
1991;28;Femmes;2. Tumeurs;376
1992;28;Femmes;2. Tumeurs;383
1993;28;Femmes;2. Tumeurs;367
1994;28;Femmes;2. Tumeurs;417
1995;28;Femmes;2. Tumeurs;404
1996;28;Femmes;2. Tumeurs;436
1997;28;Femmes;2. Tumeurs;386
1998;28;Femmes;2. Tumeurs;387
1999;28;Femmes;2. Tumeurs;428
2000;28;Femmes;2. Tumeurs;406
2001;28;Femmes;2. Tumeurs;358
2002;28;Femmes;2. Tumeurs;400
2003;28;Femmes;2. Tumeurs;452
2004;28;Femmes;2. Tumeurs;413
2005;28;Femmes;2. Tumeurs;431
2006;28;Femmes;2. Tumeurs;431
2007;28;Femmes;2. Tumeurs;427
2008;28;Femmes;2. Tumeurs;470
2009;28;Femmes;2. Tumeurs;473
2010;28;Femmes;2. Tumeurs;472
2011;28;Femmes;2. Tumeurs;462
2012;28;Femmes;2. Tumeurs;474
2013;28;Femmes;2. Tumeurs;468
2014;28;Femmes;2. Tumeurs;446
2015;28;Femmes;2. Tumeurs;457
2016;28;Femmes;2. Tumeurs;538
2017;28;Femmes;2. Tumeurs;497
2018;28;Femmes;2. Tumeurs;484
2019;28;Femmes;2. Tumeurs;524
2020;28;Femmes;2. Tumeurs;475
2021;28;Femmes;2. Tumeurs;505
2022;28;Femmes;2. Tumeurs;517
1990;29;Femmes;2. Tumeurs;920
1991;29;Femmes;2. Tumeurs;831
1992;29;Femmes;2. Tumeurs;910
1993;29;Femmes;2. Tumeurs;948
1994;29;Femmes;2. Tumeurs;926
1995;29;Femmes;2. Tumeurs;910
1996;29;Femmes;2. Tumeurs;944
1997;29;Femmes;2. Tumeurs;940
1998;29;Femmes;2. Tumeurs;909
1999;29;Femmes;2. Tumeurs;958
2000;29;Femmes;2. Tumeurs;919
2001;29;Femmes;2. Tumeurs;986
2002;29;Femmes;2. Tumeurs;1039
2003;29;Femmes;2. Tumeurs;1011
2004;29;Femmes;2. Tumeurs;932
2005;29;Femmes;2. Tumeurs;1040
2006;29;Femmes;2. Tumeurs;1056
2007;29;Femmes;2. Tumeurs;1025
2008;29;Femmes;2. Tumeurs;1034
2009;29;Femmes;2. Tumeurs;1097
2010;29;Femmes;2. Tumeurs;1080
2011;29;Femmes;2. Tumeurs;1051
2012;29;Femmes;2. Tumeurs;1116
2013;29;Femmes;2. Tumeurs;1175
2014;29;Femmes;2. Tumeurs;1105
2015;29;Femmes;2. Tumeurs;1183
2016;29;Femmes;2. Tumeurs;1219
2017;29;Femmes;2. Tumeurs;1256
2018;29;Femmes;2. Tumeurs;1202
2019;29;Femmes;2. Tumeurs;1158
2020;29;Femmes;2. Tumeurs;1200
2021;29;Femmes;2. Tumeurs;1238
2022;29;Femmes;2. Tumeurs;1253
1990;2A;Femmes;2. Tumeurs;139
1991;2A;Femmes;2. Tumeurs;143
1992;2A;Femmes;2. Tumeurs;144
1993;2A;Femmes;2. Tumeurs;154
1994;2A;Femmes;2. Tumeurs;129
1995;2A;Femmes;2. Tumeurs;145
1996;2A;Femmes;2. Tumeurs;142
1997;2A;Femmes;2. Tumeurs;132
1998;2A;Femmes;2. Tumeurs;142
1999;2A;Femmes;2. Tumeurs;143
2000;2A;Femmes;2. Tumeurs;134
2001;2A;Femmes;2. Tumeurs;145
2002;2A;Femmes;2. Tumeurs;151
2003;2A;Femmes;2. Tumeurs;156
2004;2A;Femmes;2. Tumeurs;156
2005;2A;Femmes;2. Tumeurs;147
2006;2A;Femmes;2. Tumeurs;139
2007;2A;Femmes;2. Tumeurs;185
2008;2A;Femmes;2. Tumeurs;181
2009;2A;Femmes;2. Tumeurs;181
2010;2A;Femmes;2. Tumeurs;187
2011;2A;Femmes;2. Tumeurs;185
2012;2A;Femmes;2. Tumeurs;152
2013;2A;Femmes;2. Tumeurs;177
2014;2A;Femmes;2. Tumeurs;181
2015;2A;Femmes;2. Tumeurs;177
2016;2A;Femmes;2. Tumeurs;181
2017;2A;Femmes;2. Tumeurs;176
2018;2A;Femmes;2. Tumeurs;176
2019;2A;Femmes;2. Tumeurs;163
2020;2A;Femmes;2. Tumeurs;196
2021;2A;Femmes;2. Tumeurs;213
2022;2A;Femmes;2. Tumeurs;200
1990;2B;Femmes;2. Tumeurs;149
1991;2B;Femmes;2. Tumeurs;151
1992;2B;Femmes;2. Tumeurs;130
1993;2B;Femmes;2. Tumeurs;150
1994;2B;Femmes;2. Tumeurs;132
1995;2B;Femmes;2. Tumeurs;160
1996;2B;Femmes;2. Tumeurs;156
1997;2B;Femmes;2. Tumeurs;149
1998;2B;Femmes;2. Tumeurs;141
1999;2B;Femmes;2. Tumeurs;159
2000;2B;Femmes;2. Tumeurs;145
2001;2B;Femmes;2. Tumeurs;133
2002;2B;Femmes;2. Tumeurs;150
2003;2B;Femmes;2. Tumeurs;158
2004;2B;Femmes;2. Tumeurs;165
2005;2B;Femmes;2. Tumeurs;161
2006;2B;Femmes;2. Tumeurs;176
2007;2B;Femmes;2. Tumeurs;176
2008;2B;Femmes;2. Tumeurs;172
2009;2B;Femmes;2. Tumeurs;175
2010;2B;Femmes;2. Tumeurs;207
2011;2B;Femmes;2. Tumeurs;191
2012;2B;Femmes;2. Tumeurs;194
2013;2B;Femmes;2. Tumeurs;196
2014;2B;Femmes;2. Tumeurs;198
2015;2B;Femmes;2. Tumeurs;192
2016;2B;Femmes;2. Tumeurs;189
2017;2B;Femmes;2. Tumeurs;195
2018;2B;Femmes;2. Tumeurs;176
2019;2B;Femmes;2. Tumeurs;208
2020;2B;Femmes;2. Tumeurs;205
2021;2B;Femmes;2. Tumeurs;222
2022;2B;Femmes;2. Tumeurs;225
1990;30;Femmes;2. Tumeurs;584
1991;30;Femmes;2. Tumeurs;588
1992;30;Femmes;2. Tumeurs;634
1993;30;Femmes;2. Tumeurs;639
1994;30;Femmes;2. Tumeurs;631
1995;30;Femmes;2. Tumeurs;638
1996;30;Femmes;2. Tumeurs;605
1997;30;Femmes;2. Tumeurs;663
1998;30;Femmes;2. Tumeurs;685
1999;30;Femmes;2. Tumeurs;632
2000;30;Femmes;2. Tumeurs;640
2001;30;Femmes;2. Tumeurs;683
2002;30;Femmes;2. Tumeurs;655
2003;30;Femmes;2. Tumeurs;679
2004;30;Femmes;2. Tumeurs;795
2005;30;Femmes;2. Tumeurs;746
2006;30;Femmes;2. Tumeurs;754
2007;30;Femmes;2. Tumeurs;688
2008;30;Femmes;2. Tumeurs;780
2009;30;Femmes;2. Tumeurs;726
2010;30;Femmes;2. Tumeurs;770
2011;30;Femmes;2. Tumeurs;767
2012;30;Femmes;2. Tumeurs;856
2013;30;Femmes;2. Tumeurs;852
2014;30;Femmes;2. Tumeurs;891
2015;30;Femmes;2. Tumeurs;895
2016;30;Femmes;2. Tumeurs;930
2017;30;Femmes;2. Tumeurs;867
2018;30;Femmes;2. Tumeurs;942
2019;30;Femmes;2. Tumeurs;960
2020;30;Femmes;2. Tumeurs;962
2021;30;Femmes;2. Tumeurs;925
2022;30;Femmes;2. Tumeurs;999
1990;31;Femmes;2. Tumeurs;818
1991;31;Femmes;2. Tumeurs;804
1992;31;Femmes;2. Tumeurs;781
1993;31;Femmes;2. Tumeurs;799
1994;31;Femmes;2. Tumeurs;836
1995;31;Femmes;2. Tumeurs;851
1996;31;Femmes;2. Tumeurs;862
1997;31;Femmes;2. Tumeurs;885
1998;31;Femmes;2. Tumeurs;913
1999;31;Femmes;2. Tumeurs;910
2000;31;Femmes;2. Tumeurs;927
2001;31;Femmes;2. Tumeurs;970
2002;31;Femmes;2. Tumeurs;997
2003;31;Femmes;2. Tumeurs;933
2004;31;Femmes;2. Tumeurs;957
2005;31;Femmes;2. Tumeurs;999
2006;31;Femmes;2. Tumeurs;1016
2007;31;Femmes;2. Tumeurs;1000
2008;31;Femmes;2. Tumeurs;1070
2009;31;Femmes;2. Tumeurs;1053
2010;31;Femmes;2. Tumeurs;981
2011;31;Femmes;2. Tumeurs;1166
2012;31;Femmes;2. Tumeurs;1059
2013;31;Femmes;2. Tumeurs;875
2014;31;Femmes;2. Tumeurs;1226
2015;31;Femmes;2. Tumeurs;1124
2016;31;Femmes;2. Tumeurs;1209
2017;31;Femmes;2. Tumeurs;1200
2018;31;Femmes;2. Tumeurs;1135
2019;31;Femmes;2. Tumeurs;1214
2020;31;Femmes;2. Tumeurs;1302
2021;31;Femmes;2. Tumeurs;1266
2022;31;Femmes;2. Tumeurs;1299
1990;32;Femmes;2. Tumeurs;208
1991;32;Femmes;2. Tumeurs;217
1992;32;Femmes;2. Tumeurs;154
1993;32;Femmes;2. Tumeurs;194
1994;32;Femmes;2. Tumeurs;223
1995;32;Femmes;2. Tumeurs;194
1996;32;Femmes;2. Tumeurs;173
1997;32;Femmes;2. Tumeurs;206
1998;32;Femmes;2. Tumeurs;221
1999;32;Femmes;2. Tumeurs;217
2000;32;Femmes;2. Tumeurs;210
2001;32;Femmes;2. Tumeurs;247
2002;32;Femmes;2. Tumeurs;214
2003;32;Femmes;2. Tumeurs;225
2004;32;Femmes;2. Tumeurs;221
2005;32;Femmes;2. Tumeurs;204
2006;32;Femmes;2. Tumeurs;230
2007;32;Femmes;2. Tumeurs;230
2008;32;Femmes;2. Tumeurs;236
2009;32;Femmes;2. Tumeurs;251
2010;32;Femmes;2. Tumeurs;252
2011;32;Femmes;2. Tumeurs;263
2012;32;Femmes;2. Tumeurs;251
2013;32;Femmes;2. Tumeurs;265
2014;32;Femmes;2. Tumeurs;280
2015;32;Femmes;2. Tumeurs;275
2016;32;Femmes;2. Tumeurs;267
2017;32;Femmes;2. Tumeurs;283
2018;32;Femmes;2. Tumeurs;264
2019;32;Femmes;2. Tumeurs;265
2020;32;Femmes;2. Tumeurs;307
2021;32;Femmes;2. Tumeurs;277
2022;32;Femmes;2. Tumeurs;303
1990;33;Femmes;2. Tumeurs;1169
1991;33;Femmes;2. Tumeurs;1238
1992;33;Femmes;2. Tumeurs;1267
1993;33;Femmes;2. Tumeurs;1260
1994;33;Femmes;2. Tumeurs;1241
1995;33;Femmes;2. Tumeurs;1348
1996;33;Femmes;2. Tumeurs;1279
1997;33;Femmes;2. Tumeurs;1256
1998;33;Femmes;2. Tumeurs;1259
1999;33;Femmes;2. Tumeurs;1318
2000;33;Femmes;2. Tumeurs;1326
2001;33;Femmes;2. Tumeurs;1340
2002;33;Femmes;2. Tumeurs;1393
2003;33;Femmes;2. Tumeurs;1398
2004;33;Femmes;2. Tumeurs;1368
2005;33;Femmes;2. Tumeurs;1424
2006;33;Femmes;2. Tumeurs;1390
2007;33;Femmes;2. Tumeurs;1504
2008;33;Femmes;2. Tumeurs;1480
2009;33;Femmes;2. Tumeurs;1422
2010;33;Femmes;2. Tumeurs;1531
2011;33;Femmes;2. Tumeurs;1588
2012;33;Femmes;2. Tumeurs;1514
2013;33;Femmes;2. Tumeurs;1535
2014;33;Femmes;2. Tumeurs;1610
2015;33;Femmes;2. Tumeurs;1662
2016;33;Femmes;2. Tumeurs;1737
2017;33;Femmes;2. Tumeurs;1767
2018;33;Femmes;2. Tumeurs;1703
2019;33;Femmes;2. Tumeurs;1815
2020;33;Femmes;2. Tumeurs;1840
2021;33;Femmes;2. Tumeurs;1773
2022;33;Femmes;2. Tumeurs;1914
1990;34;Femmes;2. Tumeurs;793
1991;34;Femmes;2. Tumeurs;797
1992;34;Femmes;2. Tumeurs;843
1993;34;Femmes;2. Tumeurs;831
1994;34;Femmes;2. Tumeurs;894
1995;34;Femmes;2. Tumeurs;849
1996;34;Femmes;2. Tumeurs;865
1997;34;Femmes;2. Tumeurs;906
1998;34;Femmes;2. Tumeurs;901
1999;34;Femmes;2. Tumeurs;952
2000;34;Femmes;2. Tumeurs;958
2001;34;Femmes;2. Tumeurs;992
2002;34;Femmes;2. Tumeurs;939
2003;34;Femmes;2. Tumeurs;1013
2004;34;Femmes;2. Tumeurs;958
2005;34;Femmes;2. Tumeurs;1040
2006;34;Femmes;2. Tumeurs;984
2007;34;Femmes;2. Tumeurs;1090
2008;34;Femmes;2. Tumeurs;1089
2009;34;Femmes;2. Tumeurs;1165
2010;34;Femmes;2. Tumeurs;1147
2011;34;Femmes;2. Tumeurs;1103
2012;34;Femmes;2. Tumeurs;1170
2013;34;Femmes;2. Tumeurs;1180
2014;34;Femmes;2. Tumeurs;1188
2015;34;Femmes;2. Tumeurs;1203
2016;34;Femmes;2. Tumeurs;1289
2017;34;Femmes;2. Tumeurs;1257
2018;34;Femmes;2. Tumeurs;1361
2019;34;Femmes;2. Tumeurs;1373
2020;34;Femmes;2. Tumeurs;1388
2021;34;Femmes;2. Tumeurs;1376
2022;34;Femmes;2. Tumeurs;1422
1990;35;Femmes;2. Tumeurs;719
1991;35;Femmes;2. Tumeurs;772
1992;35;Femmes;2. Tumeurs;729
1993;35;Femmes;2. Tumeurs;761
1994;35;Femmes;2. Tumeurs;756
1995;35;Femmes;2. Tumeurs;717
1996;35;Femmes;2. Tumeurs;788
1997;35;Femmes;2. Tumeurs;730
1998;35;Femmes;2. Tumeurs;777
1999;35;Femmes;2. Tumeurs;782
2000;35;Femmes;2. Tumeurs;804
2001;35;Femmes;2. Tumeurs;822
2002;35;Femmes;2. Tumeurs;857
2003;35;Femmes;2. Tumeurs;813
2004;35;Femmes;2. Tumeurs;831
2005;35;Femmes;2. Tumeurs;823
2006;35;Femmes;2. Tumeurs;828
2007;35;Femmes;2. Tumeurs;823
2008;35;Femmes;2. Tumeurs;887
2009;35;Femmes;2. Tumeurs;916
2010;35;Femmes;2. Tumeurs;930
2011;35;Femmes;2. Tumeurs;963
2012;35;Femmes;2. Tumeurs;941
2013;35;Femmes;2. Tumeurs;957
2014;35;Femmes;2. Tumeurs;996
2015;35;Femmes;2. Tumeurs;983
2016;35;Femmes;2. Tumeurs;1016
2017;35;Femmes;2. Tumeurs;1088
2018;35;Femmes;2. Tumeurs;1040
2019;35;Femmes;2. Tumeurs;1109
2020;35;Femmes;2. Tumeurs;1057
2021;35;Femmes;2. Tumeurs;1039
2022;35;Femmes;2. Tumeurs;1049
1990;36;Femmes;2. Tumeurs;305
1991;36;Femmes;2. Tumeurs;298
1992;36;Femmes;2. Tumeurs;314
1993;36;Femmes;2. Tumeurs;329
1994;36;Femmes;2. Tumeurs;322
1995;36;Femmes;2. Tumeurs;278
1996;36;Femmes;2. Tumeurs;324
1997;36;Femmes;2. Tumeurs;287
1998;36;Femmes;2. Tumeurs;307
1999;36;Femmes;2. Tumeurs;306
2000;36;Femmes;2. Tumeurs;327
2001;36;Femmes;2. Tumeurs;335
2002;36;Femmes;2. Tumeurs;306
2003;36;Femmes;2. Tumeurs;289
2004;36;Femmes;2. Tumeurs;297
2005;36;Femmes;2. Tumeurs;295
2006;36;Femmes;2. Tumeurs;320
2007;36;Femmes;2. Tumeurs;301
2008;36;Femmes;2. Tumeurs;327
2009;36;Femmes;2. Tumeurs;360
2010;36;Femmes;2. Tumeurs;363
2011;36;Femmes;2. Tumeurs;331
2012;36;Femmes;2. Tumeurs;331
2013;36;Femmes;2. Tumeurs;362
2014;36;Femmes;2. Tumeurs;359
2015;36;Femmes;2. Tumeurs;368
2016;36;Femmes;2. Tumeurs;351
2017;36;Femmes;2. Tumeurs;359
2018;36;Femmes;2. Tumeurs;352
2019;36;Femmes;2. Tumeurs;360
2020;36;Femmes;2. Tumeurs;362
2021;36;Femmes;2. Tumeurs;368
2022;36;Femmes;2. Tumeurs;350
1990;37;Femmes;2. Tumeurs;484
1991;37;Femmes;2. Tumeurs;572
1992;37;Femmes;2. Tumeurs;528
1993;37;Femmes;2. Tumeurs;497
1994;37;Femmes;2. Tumeurs;519
1995;37;Femmes;2. Tumeurs;597
1996;37;Femmes;2. Tumeurs;551
1997;37;Femmes;2. Tumeurs;545
1998;37;Femmes;2. Tumeurs;562
1999;37;Femmes;2. Tumeurs;569
2000;37;Femmes;2. Tumeurs;566
2001;37;Femmes;2. Tumeurs;606
2002;37;Femmes;2. Tumeurs;607
2003;37;Femmes;2. Tumeurs;615
2004;37;Femmes;2. Tumeurs;595
2005;37;Femmes;2. Tumeurs;579
2006;37;Femmes;2. Tumeurs;608
2007;37;Femmes;2. Tumeurs;679
2008;37;Femmes;2. Tumeurs;604
2009;37;Femmes;2. Tumeurs;655
2010;37;Femmes;2. Tumeurs;642
2011;37;Femmes;2. Tumeurs;654
2012;37;Femmes;2. Tumeurs;646
2013;37;Femmes;2. Tumeurs;640
2014;37;Femmes;2. Tumeurs;651
2015;37;Femmes;2. Tumeurs;680
2016;37;Femmes;2. Tumeurs;698
2017;37;Femmes;2. Tumeurs;734
2018;37;Femmes;2. Tumeurs;673
2019;37;Femmes;2. Tumeurs;745
2020;37;Femmes;2. Tumeurs;697
2021;37;Femmes;2. Tumeurs;764
2022;37;Femmes;2. Tumeurs;714
1990;38;Femmes;2. Tumeurs;852
1991;38;Femmes;2. Tumeurs;870
